slang,formal
ngareppppp,mengharap
aamiinin,amin
aja,saja
aq,aku
lht,lihat
fhoto,foto
yg,yang
imuutt,imut
abizzz,habis
jgn,jangan
tay,tahi
nyaaa,nya
bgt,sekali
yg,yang
toketnya,teteknya
sampe,sampai
tumpe2,tumpah-tumpah
lenje,lenjeh
tuuuuh,tuh
cantinya,cantiknya
bgt,sekali
gw,gue
kl,kalau
krn,karena
yg,yang
gw,gue
ga,tidak
aneh2,aneh-aneh
ga,tidak
macam2,macam-macam
ga,tidak
yg,yang
"mbak"",mbak-mbak"
ngatain,mengatai
lucuu,lucu
bgt,sekali
mbaknyaahh,mbaknya
pyudara,payudara
gak,tidak
gk,tidak
ky,kaya
yg,yang
lenje,lenjeh
ap,apa
ajah,saja
bgt,sekali
tu,itu
yg,yang
tu,itu
cewe,cewek
lenje,lenjeh
ngatain,mengatai
lenje,lenjeh
lenje,lenjeh
lenje,lenjeh
gak,tidak
gak,tidak
ditutupin,ditutupi
tp,tetapi
gk,tidak
pake,pakai
tp,tetapi
gak,tidak
bgitu,begitu
yaa,ya
ngomongnya,mengomongnya
gak,tidak
km,kamu
bgt,sekali
pengen,ingin
sich,sih
cntik,cantik
bgt,sekali
bgt,sekali
bnget,sekali
cantiik2,cantik-cantik
dech,deh
hati.a,hatinya
blm,belum
mk.a,makanya
gt,begitu
mlt.a,mulutnya
nyerocooooos,mencerocos
trus,terus
blg,bilang
tuk,untuk
org,orang
kyk.a,sepertinya
wkt,waktu
sklh,sekolah
dl,dahulu
pljrn,pelajaran
srng,sering
ga,tidak
msk,masuk
yaaa,ya
org,orang
ngilang,menghilang
dikatain,dikatai
maluuu,malu
yaaaa,ya
yg,yang
ngalahin,mengalahkan
tu,itu
ap,apa
kk,kakak
brisi,berisi
tp,tetapi
ttp,tetap
kk,kakak
cntik,cantik
ap,apa
ga,tidak
pake,pakai
aja,saja
loo,loh
kk,kakak
laa,lah
pkoknya,pokoknya
kk,kakak
slm,salam
knl,kenal
canti,cantik
y,ya
q,aku
kk,kakak
kk,kakak
astagfirullh,astagfirullah
nutupin,menutupi
amiin,amin
cntik,cantik
liat,lihat
hub,menghubungi
kmn,kemana
klo,kalau
bs,bisa
indo,indonesia
ni,ini
dung,dong
ori,orisinal
yu,ayo
bgt,sekali
kakakaaaaaaaaaaaaaa,kakak
kaka,kakak
cantikkkkkkkk,cantik
cantiq,cantik
batwc,sekali
kamyuhhh,kamu
yukk,ayo
dbwh,dibawah
rb,ribu
cantikk,cantik
sampe,sampai
pake,pakai
ga,tidak
yuuuk,ayo
yaa,ya
seneng,senang
yg,yang
padet,padat
gara2,gara-gara
makasih,terima kasih
yaa,ya
bukti2,bukti-bukti
bener,benar
say,sayang
gak,tidak
senenggg,senang
yg,yang
yukk,ayo
dr,dari
ngga,tidak
makasih,terima kasih
yaaa,ya
gak,tidak
pede,percaya diri
pengen,ingin
dapetin,mendapati
ajaa,saja
belanjaa,belanja
disiniii,di sini
hay,hai
temen2,teman-teman
mao,mau
tp,tetapi
yg,yang
gak,tidak
murhan,murahan
yah,ya
prwtn,perawatan
wjh,wajah
yg,yang
bgettt,sekali
dr,dari
negri,negeri
yg,yang
utk,untuk
bs,bisa
prwtn,perawatan
utk,untuk
mereka2,mereka-mereka
yg,yang
jg,juga
pakke,pakai
uda,sudah
pd,pada
pake,pakai
byk,banyak
prwtn,perawatan
yg,yang
utk,untuk
jgn,jangan
yah,ya
yg,yang
utk,untuk
dipake,dipakai
ga,tidak
bkin,bikin
ktergantungan,ketergantungan
dapet,dapat
tp,tetapi
yg,yang
pake,pakai
utk,untuk
prwatn,perawatan
wjh,wajah
dr,dari
org,orang
jg,juga
uda,sudah
pake,pakai
ngebuktiin,membuktikan
hslnya,hasilnya
dr,dari
mrk,mereka
yg,yang
uda,sudah
pake,pakai
utk,untuk
awal2,awal-awal
ga,tidak
setabil,stabil
temen2,teman-teman
nyoba,mencoba
ihh,ih
beneran,benaran
ga,tidak
temen2,teman-teman
maksih,terima kasih
yah,ya
ga,tidak
gratiss,gratis
gak,tidak
ka,kak
kaka,kakak
gak,tidak
udah,sudah
rekomendasiin,merekomendasikan
tetep,tetap
bbrpa,beberapa
"gara"",gara-gara"
yg,yang
"benar"",benar-benar"
buktiin,membuktikan
ajaibb,ajaib
aja,saja
ga,tidak
nyangka,menyangka
seneng,senang
pokonya,pokoknya
mksh,terima kasih
setujuuu,setuju
klo,kalau
digituin,dibegitukan
klw,kalau
ank,anak
gak,tidak
mw,mau
sekolahin,sekolahkan
ajarin,ajarkan
sendirii,sendiri
sendirii,sendiri
akn,akan
mrnghadapi,menghadapi
yg,yang
dr,dari
yg,yang
dr,dari
tp,tetapi
bgmn,bagaimana
apalg,apalagi
naka,nakal
tdk,tidak
jd,jadi
sdkt,sedikit
aja,saja
besar2in,besar-besarkan
cb,coba
dech,deh
mbk,mbak
bgmana,bagaimana
s*inetr*n,sinetron
yg,yang
yg,yang
bs,bisa
mrusak,merusak
yg,yang
cm,cuma
ttg,tentang
gak,tidak
sm,sama
yg,yang
d,di
sbg,sebagai
tdk,tidak
ka,kak
sy,saya
jd,jadi
jd,jadi
sy,saya
mndpt,mendapat
dr,dari
pst,pasti
sy,saya
skt,sakit
tp,tetapi
tdk,tidak
jgn,jangan
yg,yang
sebnyak,sebanyak
dpn,depan
org,orang
yg,yang
yg,yang
terburu2,terburu-buru
baik2,baik-baik
nanya,bertanya
sampe,sampai
udah,sudah
udah,sudah
ngumpat2,mengumpat-ngumpat
nantangin,menantang
aja,saja
gtu,begitu
ngegampar,menggampar
anak2,anak-anak
gitu,begitu
wktu,waktu
d,di
pake,pakai
pake,pakai
trs,terus
d,di
gada,tidak ada
org,orang
yg,yang
sampe,sampai
ngelaporin,melaporkan
yg,yang
d,di
salahin,salahkan
krna,karena
yg,yang
gabisa,tidak bisa
gada,tidak ada
yg,yang
ni,ini
jd,jadi
yg,yang
hnya,hanya
orng,orang
yg,yang
konsekwensi,konsekuensi
muliany,mulianya
bkn,bukan
kl,kalau
mungki,mungkin
tp,tetapi
kl,kalau
bs,bisa
jgn,jangan
lngsung,langsung
tp,tetapi
sj,saja
tsb,tersebut
u,untuk
jg,juga
ad,ada
sbg,sebagai
t4,tempat
bacahalah,bacalah
yaak,ya
dikerasin,dikerasi
trus,terus
lgsg,langsung
gtu,begitu
skrg,sekarang
udh,sudah
dikerasin,dikerasi
gk,tidak
skrg,sekarang
gkkan,tidak akan
ngulangin,mengulangi
lebayy,lebay
bgt,sekali
lgsg,langsung
org,orang
yg,yang
jgn,jangan
gk,tidak
sendirii,sendiri
ajaa,saja
bedaa,beda
skrg,sekarang
sm,sama
pnyaa,punya
gk,tidak
sendirii,sendiri
yaa,ya
gk,tidak
bol3h,boleh
pake,pakai
gak,tidak
org,orang
ngadu,mengadu
ketauan,ketahuan
ma,sama
org,orang
dimarahin,dimarahi
manjain,memanjakan
org,orang
manjain,memanjakan
gt,begitu
aja,saja
ma,sama
skrng,sekarang
sdh,sudah
krn,karena
manjain,memanjakan
gini,begini
krn,karena
yg,yang
gak,tidak
sm,sama
yg,yang
dgn,dengan
jg,juga
org,orang
yg,yang
yg,yang
utk,untuk
yg,yang
bs,bisa
bs,bisa
sm,sama
gk,tidak
utk,untuk
boleh2,boleh-boleh
dgn,dengan
yg,yang
hallo,halo
gak,tidak
nyelesain,menyelesaikan
troma,trauma
kerasin,kerasi
jdi,jadi
jgn2,jangan-jangan
mcm,macam
bgni,begini
ngomong,mengomong
sj,saja
ga,tidak
emg,memang
sm,sama
sy,saya
kamu2,kamu-kamu
cewer,jewer
bilanh,bilang
gak,tidak
kasi,kasih
gak,tidak
tdk,tidak
ngapain,mengapa
sy,saya
org,orang
yg,yang
sdh,sudah
yg,yang
jwban,jawaban
org2,orang-orang
mmg,memang
yg,yang
skg,sekarang
gak,tidak
gak,tidak
nuduh,menuduh
gak,tidak
nuduh,menuduh
suk,suka
emang,memang
emang,memang
ngatur,mengatur
yg,yang
gmna,bagaimana
msih,masih
sampe,sampai
skrg,sekarang
org,orang
rajin2,rajin-rajin
sy,saya
tpi,tetapi
sy,saya
sy,saya
sm,sama
ga,tidak
bacaaaa,baca
gw,gue
kekk,seperti
jungkiir,jungkir
kekk,seperti
ga,tidak
gunaa,guna
bales2in,balas-membalas
orangg,orang
ga,tidak
kerjaan,pekerjaan
laen,lain
ajaa,saja
yg,yang
yaaaa,ya
dr,dari
tauuuu,tahu
bls,balas
skg,sekarang
ga,tidak
yaa,ya
ni,nih
koment,komentar
emang,memang
yg,yang
tdk,tidak
km,kamu
untk,untuk
tp,tetapi
tdk,tidak
ank,anak
byak,banyak
kepad,kepada
ank,anak
bantuanny,bantuannya
bkn,bukan
ttinggi,tinggi
dg,dengan
yg,yang
bgt,sekali
jgn,jangan
smpe,sampai
yg,yang
d,di
ajah,saja
gara2,gara-gara
perna,pernah
d,di
cmn,cuman
grgr,gara-gara
g,tidak
jari2,jari-jari
d,di
pukulin,pukuli
pake,pakai
yg,yang
smpe,sampai
jd,jadi
bengkak2,bengkak-bengkak
bgs,bagus
jgn,jangan
smpe,sampai
ank,anak
sm,sama
sperti,seperti
kasian,kasihan
klo,kalau
g,tidak
d,di
komentarin,komentari
jgn,jangan
d,di
jd,jadi
bijak2,bijak-bijak
dlm,dalam
ga,tidak
ga,tidak
yg,yang
lama2,lama-lama
yg,yang
ga,tidak
menurur,menurut
tipe2,tipe-tipe
anak2,anak-anak
anak2,anak-anak
diliat,dilihat
liatlah,lihatlah
teguran2,teguran-teguran
yg,yang
gr2,gara-gara
d,di
skrg,sekarang
gamau,tidak mau
skolah,sekolah
pdahal,padahal
msh,masih
klas,kelas
krena,karena
tkut,takut
grunya,gurunya
skrg,sekarang
pndah,pindah
tdk,tidak
bs,bisa
hrs,harus
ortu,orang tua
dlm,dalam
udh,sudah
ngerasain,merasai
tp,tetapi
dlm,dalam
org,orang
yg,yang
bs,bisa
bs,bisa
liat2,lihat-lihat
tp,tetapi
ga,tidak
masukin,memasukkan
org,orang
dilindungin,dilindungi
yg,yang
trs,terus
jagain,menjaga
org,orang
kasiaannn,kasihan
kmu,kamu
yg,yang
miring2,miring-miring
jd,jadi
dech,deh
baek,baik
ajja,saja
yg,yang
tinggalin,tinggalkan
ga,tidak
gini,begini
klo,kalau
dri,dari
ttg,tentang
yg,yang
kmu,kamu
ga,tidak
klo,kalau
ksh,kasih
dlm,dalam
kaitannha,kaitannya
ama,sama
yg,yang
pd,pada
sud,sudah
silahkan,silakan
yg,yang
pinter,pintar
dgn,dengan
yg,yang
rana,ranah
sampw,sampai
rana,ranah
thdp,terhadap
knp,kenapa
tsb,tersebut
yg,yang
krn,karena
scr,secara
yg,yang
tdk,tidak
utk,untuk
tsb,tersebut
yg,yang
mrk,mereka
pdhl,padahal
yg,yang
bhkn,bahkan
utk,untuk
spy,supaya
tdk,tidak
mrk,mereka
yg,yang
jgn,jangan
kpd,kepada
mrk,mereka
mrk,mereka
knp,kenapa
mrk,mereka
justeru,justru
sbg,sebagai
utk,untuk
yg,yang
klo,kalau
apah,apa
dak,tidak
ngatai,mengatai
kln,kalian
sukak,suka
ahh,ah
alloh,allah
ihh,ih
ngajar,mengajar
termuraaahhhh,termurah
udh,sudah
brkunjun,berkunjung
d,di
bgt,sekali
bgt,sekali
yg,yang
suarranya,suaranya
dri,dari
sihh,sih
bgt,sekali
klo,kalau
"bner"",benar-benar"
suarranya,suaranya
iu,itu
bgussss,bagus
kmaren,kemarin
ambilin,mengambil
yg,yang
syg,sayang
dgn,dengan
yg,yang
sy,saya
ttg,tentang
mdh2an,mudah-mudahan
anak2,anak-anak
mmg,memang
anak2,anak-anak
dgn,dengan
biasaaaa,biasa
luuuaar,luar
yg,yang
ortu,orang tua
dg,dengan
bngt,sekali
sma,sama
yaa,ya
seneng,senang
kereenn,keren
bgt,sekali
bgtt,sekali
ma,sama
km,kamu
yg,yang
redho,ridho
rezki,rezeki
yg,yang
kepd,kepada
org,orang
luaarrr,luar
biasaaa,biasa
kaka,kakak
jadilh,jadilah
org,orang
yg,yang
org,orang
na,nya
kata2nya,kata-katanya
bnr,benar
terhaaru,terharu
slalu,selalu
kaka,kakak
ttg,tentang
orrunya,orang tuanya
udah,sudah
bnyak,banyak
aj,saja
ortu,orang tua
ga,tidak
org,orang
kyak,seperti
gmn,bagaimana
pke,pakai
klo,kalau
koment,komentar
it,itu
koment,komentar
bnget,sekali
ama,sama
bgt,sekali
ma,sama
bgt,sekali
bgt,sekali
ama,sama
kka,kakak
dri,dari
flm,film
ampe,sampai
skrang,sekarang
pake,pakai
mb,mbak
kalok,kalau
adek2,adek-adek
jd,jadi
sndri,sendiri
dr,dari
km,kamu
km,kamu
rb,ribu
kk,kakak
tteh,teteh
knpa,kenapa
gak,tidak
loncatt,loncat
aja,saja
hampasss,hempas
lagiii,lagi
cantiiik,cantik
dlu,dahulu
kt,kita
kyk,seperti
gini,begini
aja,saja
yaa,ya
cantikk,cantik
tehh,teh
bunga2,bunga-bunga
apaaan,apaan
lagiii,lagi
ampuuunn,ampun
daaah,dah
skali,sekali
yg,yang
sma,sama
gini,begini
bangetttttt,sekali
ituh,itu
cantikk,cantik
cantikk,cantik
cantiiikk,cantik
udh,sudah
msh,masih
bgt,sekali
bgt,sekali
gak,tidak
gak,tidak
diliat,dilihat
km,kamu
liat,lihat
kereen,keren
suaranyaaaaaa,suaranya
bener2,benar-benar
idoolaaa,idola
ga,tidak
ga,tidak
udah,sudah
bgt,sekali
pake,pakai
bangettt,sekali
pulaa,pula
penyanyi2,penyanyi-penyanyi
beneran,benaran
yg,yang
wiih,wih
iyaa,iya
apaa,apa
miriip,mirip
tp,tetapi
lbh,lebih
jd,jadi
aja,saja
bs,bisa
jd,jadi
emang,memang
blm,belum
dr,dari
yah,ya
uhhh,uh
bet,sekali
kaaaa,kak
kaa,kak
sayanggg,sayang
kaa,kak
liat,lihat
allaahh,allah
ajahhh,saja
ajaaa,saja
trims,terima kasih
yah,ya
dehat,sehat
aminnnnn,amin
bgt,sekali
bgt,sekali
salammmm,salam
hari2,hari-hari
yg,yang
sihat,sehat
aminnn,amin
yg,yang
aja,saja
pengen,ingin
yg,yang
ayoo,ayo
buruann,buruan
d,di
makasih,terima kasih
udh,sudah
saranin,menyarankan
pake,pakai
jd,jadi
gak,tidak
lg,lagi
jd,jadi
pede,percaya diri
skrng,sekarang
mksh,terima kasih
silahkan,silakan
yg,yang
yg,yang
rekomendain,rekomendasikan
kaka,kakak
makasih,terima kasih
cntik,cantik
bngt,sekali
trussss,terus
yah,ya
tp,tetapi
blm,belum
tdk,tidak
yukk,ayo
cpt,cepat
kmi,kami
kakakuuu,kakakku
aamiin,amin
bgt,sekali
yukk,ayo
ngalir,mengalir
teruss,terus
lohh,loh
bangt,sekali
ga,tidak
ga,tidak
karna,karena
cepet,cepat
pesen,pesan
bgt,sekali
pengen,ingin
gak,tidak
beneran,benaran
ga,tidak
nyesel,menyesal
rekomendasiin,merekomendasikan
kaka,kakak
kaka,kakak
gak,tidak
nyesel,menyesal
udah,sudah
rekomendasiin,merekomendasikan
ga,tidak
pede,percaya diri
makasih,terima kasih
boong,bohong
ktmu,ketemu
ga,tidak
nyangka,menyangka
pake,pakai
hub,hubungi
makasih,terima kasih
ksh,kasih
jd,jadi
gak,tidak
lg,lagi
pake,pakai
mksh,terima kasih
utk,untuk
jgn,jangan
yah,ya
yg,yang
dr,dari
bkn,bukan
prwtn,perawatan
jg,juga
pake,pakai
ak,aku
udh,sudah
pake,pakai
byk,banyak
yg,yang
udh,sudah
ngebuktiin,membuktikan
yah,ya
dr,dari
ak,aku
prawatan,perawatan
utk,untuk
lbh,lebih
mbk,mbak
aj,saja
y,ya
mkin,makin
cntk,cantik
sj,saja
yg,yang
gak,tidak
mo,mau
pnya,punya
gak,tidak
mslh,masalah
dimao,dimau
gak,tidak
hrs,harus
klo,kalau
cm,cuma
utk,untuk
dapetin,mendapati
wjh,wajah
pantes,pantas
dijadiin,dijadikan
prwtn,perawatan
dr,dari
udah,sudah
yg,yang
yg,yang
ny,nya
uda,sudah
pd,pada
pake,pakai
silahkn,silakan
dl,dahulu
ak,aku
ajha,saja
utk,untuk
silahkan,silakan
kaka,kakak
yuuk,ayo
kasiatnya,khasiatnya
iyah,iya
nyaranin,menyarankan
rekomendasiin,merekomendasikan
udah,sudah
"minyak""an,minyak-minyakan"
gitu,begitu
ga,tidak
pake,pakai
bgt,sekali
gak,tidak
suksess,sukses
slalu,selalu
ka,kak
jg,juga
gak,tidak
seneng,senang
ka,kak
makasih,terima kasih
udh,sudah
rekomendasiin,merekomendasikan
pede,percaya diri
ga,tidak
nyangka,menyangka
prodak,produk
prodak,produk
ga,tidak
nyesel,menyesal
ga,tidak
trasa,terasa
minpi,mimpi
bner2,benar-benar
gak,tidak
nyangka,menyangka
gak,tidak
mutihin,memutihkan
ak,aku
gak,tidak
ka,kak
gak,tidak
makasih,terima kasih
gak,tidak
th,tahun
udh,sudah
jd,jadi
th,tahun
msh,masih
smster,semester
sdh,sudah
th,tahun
udah,sudah
woww,wow
ntar,sebentar
thn,tahun
emang,memang
th,tahun
uga,juga
kmren,kemarin
lucuu,lucu
ucull,lucu
aamiin,amin
"ngomong"",ngomong-ngomong"
thn,tahun
udehh,sudah
sampe,sampai
skrang,sekarang
ucul,lucu
bnr,benar
lucuk,lucu
smg,semoga
lucuu,lucu
lucuuu,lucu
bgt,sekali
bkn,bukan
yaaa,ya
jan,jangan
jd,jadi
yaa,ya
thn,tahun
masi,masih
pakek,pakai
pake,pakai
kk,kakak
pakek,pakai
orng,orang
orng,orang
pakek,pakai
yah,ya
kk,kakak
ka,kak
klo,kalau
pke,pakai
cntik,cantik
syngnya,sayangnya
klo,kalau
bnr,benar
pake,pakai
tauu,tahu
dipermainin,dipermainkan
bngt,sekali
kl,kalau
kasiatnya,khasiatnya
kocakkk,kocak
pake,pakai
hijabb,hijab
dasarrr,dasar
ajaaa,saja
tp,tetapi
jgn,jangan
waaaaw,wow
bngt,sekali
kk,kakak
klau,kalau
cannnnntikkkkkkk,cantik
bangettt,sekali
mukax,mukanya
gitu,begitu
cantikx,cantiknya
fatanik,fanatik
bngt,sekali
mba,mbak
jgn,jangan
pake,pakai
protestin,protestan
bkn,bukan
protestin,protestan
kakau,kalau
yg,yang
kk,kakak
slh,salah
marh,marah
kk,kakak
bener,benar
ka,kak
pk,pakai
ka,kak
emngnya,memangnya
pakek,pakai
cantiknyaa,cantiknya
klo,kalau
pke,pakai
darpada,daripada
bgt,sekali
cooooooocok,cocok
klw,kalau
pkk,pakai
jgn,jangan
ka,kak
kaka,kakak
kaka,kakak
sling,saling
pake,pakai
ga,tidak
kk,kakak
pake,pakai
agama'ny,agamanya
yg,yang
bilng,bilang
tp,tetapi
aq,aku
gk,tidak
prcy,percaya
klw,kalau
kk,kakak
kk,kakak
org,orang
pantes,pantas
emang,memang
tetep,tetap
lurusin,meluruskan
kk,kakak
pake,pakai
gak,tidak
gimana,bagaimana
gak,tidak
aja,saja
aja,saja
tp,tetapi
bgt,sekali
d,di
pake,pakai
aja,saja
biri,biru
bgt,sekali
d,di
pake,pakai
jd,jadi
yg,yang
nti,nanti
aamiin,amin
kaa,kak
gmn,bagaimana
blm,belum
prnh,pernah
yg,yang
pake,pakai
luco,lucu
woow,wow
aq,aku
jg,juga
ultha,ultah
aja,saja
yuuu,ayo
batikk,batik
alloh,allah
q,ku
jdi,jadi
gemes,gemas
yg,yang
aja,saja
pake,pakai
arab2,arab-arab
sm,sama
yg,yang
arab2,arab-arab
gitu,begitu
kl,kalau
udah,sudah
yg,yang
pake,pakai
aja,saja
makasi,terima kasih
donk,dong
aja,saja
jd,jadi
yg,yang
blm,belum
dipake,dipakai
ama,sama
anak2,anak-anak
yg,yang
aja,saja
syg,sayang
udh,sudah
ga,tidak
lg,lagi
udh,sudah
luchu,lucu
pake,pakai
baguss,bagus
lucuuuu,lucu
bgt,sekali
jd,jadi
aja,saja
ajah,saja
aja,saja
abes,habis
duhh,duh
liat,lihat
sedihhh,sedih
yeee,ya
syang,sayang
pinter,pintar
ngasi,mengasih
liat,lihat
gasih,tidak sih
qta,kita
mo,mau
nda,tidak
sm,sama
cb,coba
anak2,anak-anak
pengen,ingin
naaaak,nak
jgn,jangan
astagaa,astaga
ngakak,mengakak
akuuu,aku
astafirullah,astagfirullah
msuk,masuk
peragain,peragakan
shayyy,say
anjaayy,anjay
shay,say
ga,tidak
ngilerrrr,mengiler
trus,terus
d,di
jgn,jangan
shay,say
bayangin,bayangkan
gak,tidak
woyyy,woy
ga,tidak
jg,juga
skrg,sekarang
ga,tidak
shaaaay,say
hempaass,hempas
dtg,datang
sayyy,say
bener,benar
tar,sebentar
kek,seperti
gini,begini
jgan,jangan
shayy,say
syantiek,cantik
njay,anjay
hehh,eh
temen,teman
qt,kita
cantik2,cantik-cantik
kam,kamu
liat,lihat
baguss,bagus
bngt,sekali
gw,gue
elu,lu
yg,yang
nggak,tidak
inget,ingat
ingeet,ingat
inget,ingat
ga,tidak
sblh,sebelah
gw,gue
sblh,sebelah
nyaa,nya
gag,tidak
nawarin,menawari
ni,ini
amiiiiin,amin
tetep,tetap
jauhhh,jauh
udh,sudah
bgtttt,sekali
baguss,bagus
waaahhh,wah
gini,begini
yah,ya
ajakin,mengajak
ntar,sebentar
gak,tidak
mntn,mantan
dlm,dalam
yaa,ya
ade,adek
liatnya,lihatnya
pd,pada
ngakak,mengakak
ngakak,mengakak
ihhh,ih
aje,saja
luhhh,lu
nyet,monyet
yooookkk,ayo
yg,yang
gw,gue
mksd,maksud
yg,yang
d,di
kyk,seperti
jrnk,jarang
"jelas"",jelas-jelas"
cow,cowok
kayax,seperti
km,kamu
yg,yang
dblkng,dibelakang
mksd,maksud
gw,gue
ngapain,mengapai
anjirr,anjir
mirippp,mirip
sangattt,sangat
iyap,iya
mayann,lumayan
indo,indonesia
ngikutin,mengikuti
bener,benar
autuhh,tahu tuh
ga,tidak
seneng,senang
ae,saja
atutt,takut
ga,tidak
ama,sama
kyk,seperti
bgt,sekali
mirippp,mirip
bgtttt,sekali
kek,seperti
gini,begini
ketara,tertara
bgt,sekali
yg,yang
blg,bilang
kek,seperti
giniii,begini
looo,loh
bgt,sekali
sma,sama
g,tidak
liat,lihat
bnget,sekali
ma,sama
cntik,cantik
pingin,ingin
lgsung,langsung
bgt,sekali
mbaaass,mbak
bund,bunda
g,tidak
tetep,tetap
bangeeettt,sekali
almh,almarhumah
temenkuuh,temanku
mmg,memang
suami'y,suaminya
alm,almarhum
ori,orisinal
bgt,sekali
bgt,sekali
bngeeeetttt,sekali
tp,tetapi
emg,memang
y,ya
dr,dari
sm,sama
yg,yang
y,ya
entr,sebentar
kyax,seperti
ap,apa
ea,ya
cuantikkk,cantik
mksdnya,maksudnya
yg,yang
cwe,cewek
aja,saja
klo,kalau
yg,yang
cwo,cowok
aja,saja
gak,tidak
namain,namai
ga,tidak
aja,saja
ato,atau
ato,atau
ato,atau
ato,atau
ato,atau
ato,atau
ato,atau
ato,atau
kaaaaaaaaaakkkkkkkkkkk,kak
ato,atau
aja,saja
aja,saja
kasi,kasih
aj,saja
klo,kalau
kucing'y,kucingnya
nama'in,namai
panggilan'ya,panggilannya
klo,kalau
kucing'y,kucingnya
nama'in,namai
panggilan'y,panggilannya
kereen,keren
gak,tidak
ka,kak
utk,untuk
yg,yang
cwo,cowok
klo,kalau
cwe,cewek
z,saja
aja,saja
aja,saja
kalw,kalau
beneran,benaran
gt,begitu
gimana,bagaimana
yg,yang
tips2,tips-tips
serem,seram
serem,seram
tp,tetapi
ttp,tetap
ka,kak
alu,aku
bgt,sekali
pake,pakai
aja,saja
ngerrrriiii,ngeri
tetep,tetap
saranin,sarankan
pake,pakai
udah,sudah
keliatan,kelihatan
aja,saja
karna,karena
ngga,tidak
bener2,benar-benar
gak,tidak
nyesel,menyesal
ayooo,ayo
aja,saja
gw,gue
gini,begini
model2,model-model
dgn,dengan
utk,untuk
bener,benar
ngriii,mengiri
amatt,amat
tetep,tetap
smpai,sampai
orang2,orang-orang
cantikkkk,cantik
ngelahirin,melahirkan
paksain,memaksakan
biasaa,biasa
pengen,ingin
besarin,membesarkan
hub,hubungi
aja,saja
bgt,sekali
pake,pakai
kox,kok
gak,tidak
pake,pakai
kaka,kakak
bener,benar
yg,yang
kaka,kakak
saranin,sarankan
gak,tidak
ka,kak
bner,benar
kaka,kakak
saranin,sarankan
bner,benar
makasih,terima kasih
yah,ya
ka,kak
wihhh,wih
tetep,tetap
ga,tidak
th,teh
tmbah,tambah
cntikk,cantik
pkee,pakai
pake,pakai
ka,kak
aamiin,amin
gini,begini
pake,pakai
sllu,selalu
biasaa,biasa
yaa,ya
cantiikkkk,cantik
bgttt,sekali
klo,kalau
smga,semoga
smkin,semakin
bnyk,banyak
amiiiiinnn,amin
ndak,tidak
bgmna,bagaimana
ssorg,seseorang
d,di
hdpn,hadapan
yg,yang
tsb,tersebut
dg,dengan
smua,semua
liat,lihat
foto2,foto-foto
yg,yang
yg,yang
aminn,amin
dg,dengan
smakin,semakin
mnambh,menambah
ktaatan,ketaatan
pd,pada
dr,dari
dg,dengan
kemaren,kemarin
liat,lihat
mba,mbak
yaa,ya
ka,kak
ka,kak
ga,tidak
stju,setuju
krna,karena
karna,karena
ka,kak
cantikkkkkk,cantik
ga,tidak
dilepas2,dilepas-lepas
yaa,ya
tehhh,teh
istiqomahhh,istikamah
tehhhh,teh
udah,sudah
engga,tidak
pokonya,pokoknya
prodaknya,produknya
bgt,sekali
ga,tidak
krn,karena
udah,sudah
dlm,dalam
gak,tidak
emang,memang
ga,tidak
kaka,kakak
y,ya
emng,memang
yah,ya
pke,pakai
gk,tidak
yg,yang
ngerii,ngeri
bangett,sekali
dahh,dah
ngiri,mengiri
aja,saja
liat,lihat
ga,tidak
tdk,tidak
yg,yang
bngt,sekali
kaka,kakak
kk,kakak
kk,kakak
kk,kakak
imutt,imut
amu,kamu
nahh,nah
cntikk,cantik
mauuuuuuu,mau
kaka,kakak
jilbb,jilbab
d,di
g,tidak
pake,pakai
mw,mau
liat,lihat
aj,saja
tmn,teman
ndut,gendut
udh,sudah
ngecek,mengecek
blom,belum
yah,ya
gada,tidak ada
kerjaan,pekerjaan
bgt,sekali
ngecek,mengecek
ndut,gendut
psti,pasti
penasarn,penasaran
jg,juga
cuyy,cuy
astauviruloh,astagfirullah
binggo,sekali
kaakk,kak
donk,dong
bnget,sekali
udah,sudah
nyaa,nya
gk,tidak
bnyk,banyak
bgt,sekali
kka,kakak
paaak,pak
diajarin,diajari
yg,yang
ngikutin,mengikuti
aja,saja
gawl,gaul
kecr,kece
gilaaa,gila
iih,ih
lucuuu,lucu
org,orang
yg,yang
ngajak,mengajak
dgn,dengan
trs,terus
org2,orang-orang
gemay,gemas
laaaah,lah
ka,kak
kmu,kamu
ko,kok
aq,aku
yah,ya
donk,dong
aned,sekali
bgt,sekali
gingsungny,gingsulnya
sma,sama
kyk,seperti
blh,boleh
ga,tidak
bgt,sekali
cariin,carikan
gini,begini
bgt,sekali
yg,yang
gak,tidak
kenceng,kencang
yg,yang
cuanti,cantik
kyk,seperti
q,aku
kmu,kamu
mbanya,mbaknya
hy,hai
ka,kak
q,ku
lh,boleh
knlan,kenalan
g,tidak
bgt,sekali
donk,dong
udh,sudah
aja,saja
jngn,jangan
indo,indonesia
indo,indonesia
jg,juga
ga,tidak
gw,gue
liat,lihat
ky,kaya
